n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mob4,Cell_body,6777
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences,Scgn,Cell_body,1431
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pip4k2c,Cell_body,5640
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Matr3,Cell_body,7036
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hspa12a,Cell_body,5967
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lancl1,Cell_body,4620
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Fn3k,Cell_body,3973
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Kpna4,Cell_body,8819
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tiprl,Cell_body,4408
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Actr3b,Cell_body,4467
3,3,1,1,1,Gork2021_bulk_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Trappc2,Cell_body,2366
3,3,1,1,1,Biever2020_bulk_only_not_in_dual_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccdc28a,Cell_body,2515
3,3,1,1,1,Cajigas2012_bulk_transcript_sequences;Perez_supp3_celltype_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Rbm3,Cell_body,1892
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pdcl,Cell_body,4538
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tdrd7,Cell_body,4764
2,2,1,1,1,June2023_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Phlda3,"Axon,Ribosome",2295
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ube2e3,Cell_body,5007
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eif3j1,Cell_body,5523
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Kat8,Cell_body,2078
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ift74,Cell_body,4943
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gnpda2,Cell_body,6251
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ppp1cb,Cell_body,5962
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Etfa,Cell_body,4903
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tasp1,Cell_body,6523
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Klhl12,Cell_body,4990
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ssb,Cell_body,4699
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Npm1,Cell_body,3698
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pop4,Cell_body,2113
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Snrpb2,Cell_body,3322
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rpa1,Cell_body,5469
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Polr2j,Cell_body,1344
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rsrc2,Cell_body,4223
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mitd1,Cell_body,5369
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Adal,Cell_body,5305
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccz1,Cell_body,2810
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lypla1,Cell_body,4456
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pitpnb,Cell_body,2835
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Utp6,Cell_body,3911
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp322a,Cell_body,9942
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pias2,Cell_body,6984
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mrpl36,Cell_body,1536
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Apoo,Cell_body,5512
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ier3ip1,Cell_body,1550
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gdi2,Cell_body,4951
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rwdd1,Cell_body,1718
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nck1,Cell_body,4675
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Syap1,Cell_body,3900
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bex4,Cell_body,1109
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp35,Cell_body,3437
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hnrnpa2b1,Cell_body,5486
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cox11,Cell_body,5026
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,H3f3a,Cell_body,4674
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp617,Cell_body,6198
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ptma,Cell_body,1714
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Akr1e1,Cell_body,7332
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hnrnpc,Cell_body,5658
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Htatsf1,Cell_body,3950
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,A130010J15Rik,Cell_body,4029
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Prps1l3,Cell_body,4171
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Orc2,Cell_body,3648
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Stx7,Cell_body,4220
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Adprm,Cell_body,4291
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mfap1a,Cell_body,4243
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Upf3b,Cell_body,4690
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Plgrkt,Cell_body,4176
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Smim11,Cell_body,1209
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eapp,Cell_body,4202
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rnf138,Cell_body,6766
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hnrnpa0,Cell_body,2678
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gcat,Cell_body,2390
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Papola,Cell_body,6196
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Slc25a5,Cell_body,1344
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cox16,Cell_body,5144
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nsmce2,Cell_body,2818
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp386,Cell_body,7365
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ivns1abp,Cell_body,4437
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp2,Cell_body,10984
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Polr2k,Cell_body,1349
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pdzd11,Cell_body,5259
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ino80c,Cell_body,2576
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ptpn2,Cell_body,8299
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Msl3,Cell_body,5922
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rpf2,Cell_body,1857
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mcts2,Cell_body,912
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Actr10,Cell_body,4072
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zranb2,Cell_body,4103
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Arf4,Cell_body,3488
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lztfl1,Cell_body,6541
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hibch,Cell_body,5223
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lsm5,Cell_body,758
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Amd1,Cell_body,3864
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Snapc3,Cell_body,4496
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cenpq,Cell_body,4192
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mrpl24,Cell_body,3661
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ube2b,Cell_body,5093
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cript,Cell_body,2578
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ccndbp1,Cell_body,3104
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eif2s2,Cell_body,4102
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Asf1a,Cell_body,4154
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hnrnpr,Cell_body,21704
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rdh10,Cell_body,4030
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mis12,Cell_body,7414
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp37,Cell_body,3845
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mrps14,Cell_body,3005
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Memo1,Cell_body,3692
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rmdn1,Cell_body,4445
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Fbxo8,Cell_body,6425
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sugt1,Cell_body,7788
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cnot7,Cell_body,5641
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ppil3,Cell_body,2877
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Btf3l4,Cell_body,3515
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bloc1s6,Cell_body,4393
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pigyl,Cell_body,1381
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tcp1,Cell_body,3419
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gapdh,Cell_body,4009
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Arl4a,Cell_body,7388
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lsm14a,Cell_body,4974
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ssbp2,Cell_body,6882
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ttc8,Cell_body,5479
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Smim15,Cell_body,4560
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Chtop,Cell_body,3688
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Atg10,Cell_body,2611
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Parp2,Cell_body,2244
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tcea1,Cell_body,5020
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ube2w,Cell_body,7371
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Bet1,Cell_body,2461
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Zfp943,Cell_body,4453
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Vta1,Cell_body,4671
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Atg3,Cell_body,3782
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Mrpl32,Cell_body,3013
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Thyn1,Cell_body,1400
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Esd,Cell_body,3868
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rps27l,Cell_body,842
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Uchl5,Cell_body,2276
2,2,1,1,1,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ebpl,Cell_body,10108
